"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1934","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","1","","","","0"
"1934","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","1","","","t","0"
"1934","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","250","","","","0"
"1934","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","1360","","","","0"
"1934","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","37","","","t","0"
"1934","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","51","","","","0"
"1934","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","7","","","","0"
"1934","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","7","","","t","0"
"1934","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","360","","","","0"
"1934","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","1500","","","","0"
"1934","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","42","","","t","0"
"1934","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","63","","","","0"
"1934","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","9","","","","0"
"1934","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","9","","","t","0"
"1934","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","5560","","","","0"
"1934","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","53760","","","","0"
"1934","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","68","","","t","0"
"1934","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","3655","","","","0"
"1934","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","357","","","","0"
"1934","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","370","","","t","0"
"1934","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","8500","","","","0"
"1934","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","187000","","","","0"
"1934","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","118","","","t","0"
"1934","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","22113","","","","0"
"1934","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","1858","","","","0"
"1934","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","1934","","","t","0"
"1934","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","3130","","","","0"
"1934","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","41700","","","","0"
"1934","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","112","","","t","0"
"1934","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","4669","","","","0"
"1934","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","409","","","","0"
"1934","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","426","","","t","0"
"1934","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","2350","","","","0"
"1934","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","11220","","","","0"
"1934","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","58","","","t","0"
"1934","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","647","","","","0"
"1934","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","71","","","","0"
"1934","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","73","","","t","0"
"1934","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","1010","","","","0"
"1934","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","9390","","","","0"
"1934","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","160","","","t","0"
"1934","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","1500","","","","0"
"1934","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","150","","","","0"
"1934","Alberta","2016A000248","Value of natural honey and wax","Dollars","81","thousands","3","v47907","9.6","155","","","t","0"
"1934","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","3080","","","","0"
"1934","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","22260","","","","0"
"1934","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","68","","","t","0"
"1934","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","1512","","","","0"
"1934","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","219","","","","0"
"1934","British Columbia","2016A000259","Value of natural honey and wax","Dollars","81","thousands","3","v47908","10.6","225","","","t","0"
"1935","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","24843","","","","0"
"1935","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","356958","","","","0"
"1935","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","94","","","t","0"
"1935","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","33646","","","","0"
"1935","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","2734","","","","0"
"1935","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","2870","","","t","0"
"1935","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","13","","","","0"
"1935","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","198","","","","0"
"1935","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","48","","","t","0"
"1935","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","10","","","","0"
"1935","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","1","","","","0"
"1935","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","1","","","t","0"
"1935","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","250","","","","0"
"1935","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","1180","","","","0"
"1935","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","40","","","t","0"
"1935","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","47","","","","0"
"1935","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","8","","","","0"
"1935","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","8","","","t","0"
"1935","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","350","","","","0"
"1935","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","1300","","","","0"
"1935","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","32","","","t","0"
"1935","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","42","","","","0"
"1935","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","7","","","","0"
"1935","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","7","","","t","0"
"1935","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","5800","","","","0"
"1935","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","60000","","","","0"
"1935","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","67","","","t","0"
"1935","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","4013","","","","0"
"1935","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","381","","","","0"
"1935","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","397","","","t","0"
"1935","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","8300","","","","0"
"1935","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","193000","","","","0"
"1935","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","109","","","t","0"
"1935","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","21114","","","","0"
"1935","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","1561","","","","0"
"1935","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","1647","","","t","0"
"1935","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","3300","","","","0"
"1935","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","51420","","","","0"
"1935","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","97","","","t","0"
"1935","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","4978","","","","0"
"1935","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","367","","","","0"
"1935","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","387","","","t","0"
"1935","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","2700","","","","0"
"1935","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","14100","","","","0"
"1935","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","75","","","t","0"
"1935","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","1051","","","","0"
"1935","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","116","","","","0"
"1935","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","120","","","t","0"
"1935","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","1000","","","","0"
"1935","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","13060","","","","0"
